公开号,名称,关系
CN207701147U,洛阳高飞桥隧机械有限公司,申请
CN108629515A,招商局重庆交通科研设计院有限公司,申请
CN206703033U,上海隧道工程质量检测有限公司,申请
CN108773379A,陆卫华,申请
CN107288675A,招商局重庆交通科研设计院有限公司,申请
CN108438806A,池州职业技术学院,申请
CN207645752U,河北吉玛自动化科技有限公司,申请
CN207645752U,河北星辰工程橡塑有限公司,申请
CN205812452U,国网重庆市电力公司江津供电分公司,申请
CN205812452U,南京丰泰通信技术股份有限公司,申请
CN205665820U,江苏中路新材料科技发展有限公司,申请
CN206708952U,李才林,申请
CN108952815A,中国十九冶集团有限公司,申请
CN107052341A,郭荞毓,申请
CN109667611A,山东康威通信技术股份有限公司,申请
CN206903665U,慧邦开源（北京）科技有限公司,申请
CN207245724U,山东科技大学,申请
CN109147358A,郭忠印,申请
CN109147358A,宋灿灿,申请
CN109147358A,彭翔,申请
CN109598076A,北京交通大学,申请
CN207622498U,珠海大白鲨磨料磨具有限公司,申请
CN106130850A,福建富士通信息软件有限公司,申请
CN207891919U,国家电网公司,申请
CN207891919U,国网山东省电力公司潍坊供电公司,申请
CN207585535U,上海勘察设计研究院(集团)有限公司,申请
CN108882528A,刘道灵,申请
CN205618171U,西南交通大学,申请
CN205438531U,山东康威通信技术股份有限公司,申请
CN206586292U,江苏宇鸿生物科技有限责任公司,申请
CN106761830A,中铁工程装备集团有限公司,申请
CN206223548U,西南交通大学,申请
CN109347962A,深圳市深佳科技发展有限公司,申请
CN207568621U,中国铁路经济规划研究院,申请
CN207568621U,北京铁五院工程机械有限公司,申请
CN207568621U,中铁第五勘察设计院集团有限公司,申请
CN106568928A,湖南仁诺电子有限公司,申请
CN107905797A,成都大学,申请
CN208610917U,中国人民解放军总医院,申请
CN107070691A,阿里巴巴集团控股有限公司,申请
CN109341675A,山东新矿信息技术有限公司,申请
CN207348870U,中交二航局南方工程有限公司,申请
CN109490899A,广西交通科学研究院有限公司,申请
CN205392912U,江苏中航百慕新材料技术有限公司,申请
CN107995086A,南京航空航天大学,申请
CN106560578A,张恒亮,申请
CN108708770A,山东大学,申请
CN111139926A,马锐,申请
CN108444885A,山东大学,申请
CN205477705U,江苏苏龙环保科技有限公司,申请
CN205620272U,云南方源科技有限公司,申请
CN108877140A,宿州云宏建设安装有限公司,申请
CN108378354A,池州职业技术学院,申请
CN106248409A,沈阳工业大学,申请
CN108590677A,武汉理工大学,申请
CN108798784A,庄玉琼,申请
CN109505627A,三峡大学,申请
CN106541883A,深圳市元征科技股份有限公司,申请
CN206314038U,重庆绿色科技开发有限公司,申请
CN206941452U,招商局重庆交通科研设计院有限公司,申请
CN105973200A,南京南瑞集团公司,申请
CN105973200A,国网电力科学研究院,申请
CN206179189U,大连中汇泰昌电力环保工程有限公司,申请
CN207829800U,广州普华灵动机器人技术有限公司,申请
CN106192798A,重庆桥都桥梁技术有限公司,申请
CN109637173A,四川华控智能交通设施工程有限公司,申请
CN109637173A,中铁十九局集团第六工程有限公司,申请
CN108480987A,中机自动化装备股份有限公司,申请
CN304054219S,山东康威通信技术股份有限公司,申请
CN205507272U,台州榴岛眼镜科技有限公司,申请
CN108508831A,青岛华高物联网科技有限公司,申请
CN207985376U,湖南恩松生物科技有限公司,申请
CN110277540A,中国科学院物理研究所,申请
CN106789318A,深圳市克莱沃电子有限公司,申请
CN106248050A,浙江科技学院,申请
CN109374432A,西南交通大学,申请
CN109374432A,国家电网有限公司,申请
CN108107467A,中国科学院武汉岩土力学研究所,申请
CN108107467A,中国地质大学（武汉）,申请
CN205983212U,西安南风云电力科技有限公司,申请
CN108547656A,黄河科技学院,申请
CN109074072A,丹尼尔·穆里尼,申请
CN207892620U,中国铁路经济规划研究院,申请
CN207892620U,北京铁五院工程机械有限公司,申请
CN207892620U,中铁第五勘察设计院集团有限公司,申请
CN106593513A,宁波市镇海百硕机械科技有限公司,申请
CN205621283U,丽水学院,申请
CN207235150U,广州长丰电子科技有限公司,申请
CN106094136A,南京理工大学,申请
CN106094136A,江苏建科建设监理有限公司,申请
CN108038812A,中铁一局集团电务工程有限公司,申请
CN106327579A,浙江科技学院,申请
CN205765655U,宁波交通工程建设集团有限公司,申请
CN107756144A,江苏天一超细金属粉末有限公司,申请
CN107585091A,湖南文理学院,申请
CN205393441U,刘兴军,申请
CN109808052A,中铁十四局集团房桥有限公司,申请
CN206880974U,大连电力勘察设计院有限公司,申请
CN108331615A,中铁十六局集团第一工程有限公司,申请
CN108331615A,中铁十六局集团有限公司,申请
CN207227522U,常州市左贤机械制造有限公司,申请
CN110646762A,苏州触达信息技术有限公司,申请
CN106899478A,国家电网公司,申请
CN106899478A,国网浙江省电力公司,申请
CN207397595U,北京外号信息技术有限公司,申请
CN205405231U,成都红云鼎科技有限公司,申请
CN108836318A,上海越光医疗科技有限公司,申请
CN107642011A,薛恒鹤,申请
CN106050290A,国家电网公司,申请
CN106050290A,淄博长安电力工具有限公司,申请
CN106050290A,国网山东省电力公司淄博供电公司,申请
CN107120120A,同济大学,申请
CN111210618A,南京锦和佳鑫信息科技有限公司,申请
CN207490949U,福建和盛高科技产业有限公司,申请
CN108549087A,北京瑞途科技有限公司,申请
CN207816698U,西南交通大学,申请
CN107829772A,杜鹏伟,申请
CN109190190A,中国铁建大桥工程局集团有限公司,申请
CN109190190A,中铁建大桥工程局集团第三工程有限公司,申请
CN109190190A,青岛理工大学,申请
CN109190190A,新疆大学,申请
CN106014467A,陈魏魏,申请
CN207646089U,山东麟工窑炉有限公司,申请
CN205689241U,洛阳双瑞橡塑科技有限公司,申请
CN207076682U,景旺电子科技(龙川)有限公司,申请
CN107727032A,苏交科集团股份有限公司,申请
CN109474607A,连云港杰瑞深软科技有限公司,申请
CN108104863A,西安科技大学,申请
CN108104863A,西安天河矿业科技有限责任公司,申请
CN108104863A,中铁十六局集团有限公司,申请
CN109391613A,国网山东省电力公司电力科技研究院,申请
CN207104929U,山西禾源科技股份有限公司,申请
CN109005816A,李颢,申请
CN206707718U,成都金玉雄辉建筑工程有限公司,申请
CN107146041A,四川藏区高速公路有限责任公司,申请
CN107146041A,四川高路建设咨询有限责任公司,申请
CN107194861A,四川藏区高速公路有限责任公司,申请
CN107194861A,四川高路建设咨询有限责任公司,申请
CN107212037A,福建省亿焙机械有限公司,申请
CN109624961A,上海汽车集团股份有限公司,申请
CN107979588A,三星电子株式会社,申请
CN110476719A,袁学亮,申请
CN107330078A,四川藏区高速公路有限责任公司,申请
CN107330078A,四川高路建设咨询有限责任公司,申请
CN107507458A,攀枝花学院,申请
CN109616107A,深圳市三诺数字科技有限公司,申请
CN206983831U,山西省交通科学研究院,申请
CN108844528A,中铁五局集团有限公司,申请
CN108844528A,中铁五局集团第一工程有限责任公司,申请
CN109413813A,西南交通大学,申请
CN206462989U,王艳霞,申请
CN111512345A,瑞士再保险有限公司,申请
CN108248571A,华东交通大学,申请
CN109374644A,中国矿业大学,申请
CN106838815A,哈尔滨理工大学,申请
CN207106511U,山西禾源科技股份有限公司,申请
CN107193001A,广西大学,申请
CN207920627U,中国铁路经济规划研究院,申请
CN207920627U,中国铁道科学研究院铁道建筑研究所,申请
CN108775895A,中国地质大学（武汉）,申请
CN106132051A,成都四为电子信息股份有限公司,申请
CN106290743A,安徽理工大学,申请
CN107882595A,南京卓茨机电科技有限公司,申请
CN108104720A,北京中煤矿山工程有限公司,申请
CN106802200A,北京航空航天大学,申请
CN205805881U,贾智华,申请
CN106899026A,三峡大学,申请
CN207785527U,高培（广州）乳业有限公司,申请
CN107796377A,平步青,申请
CN109523780A,郭忠印,申请
CN109523780A,宋灿灿,申请
CN109523780A,彭翔,申请
CN108768894A,江苏中安智信通信科技股份有限公司,申请
CN106225818A,东南大学,申请
CN206002454U,招商局重庆交通科研设计院有限公司,申请
CN109698602A,广州市谷城科研技术有限公司,申请
CN109683527A,浙江大丰实业股份有限公司,申请
CN106907163A,郑州航空工业管理学院,申请
CN109374456A,山东大学,申请
CN109296398A,合肥工业大学,申请
CN111316358A,延世大学大学工业基金会,申请
CN111316358A,高通科技公司,申请
CN205825412U,三明市同硕机械制造有限公司,申请
CN205883232U,重庆开谨科技有限公司,申请
CN206559851U,南阳师范学院,申请
CN108687011A,房县忠意设备有限公司,申请
CN207420587U,中国铁路总公司,申请
CN207420587U,西南交通大学,申请
CN106559637A,重庆惠家通信息技术有限公司,申请
CN107316251A,成都猎曲科技有限公司,申请
CN108512906A,深圳汇创联合自动化控制有限公司,申请
CN108955803A,四川府星仪表有限公司,申请
CN108399773A,李孝龙,申请
CN106374463A,国家电网公司,申请
CN106374463A,国网北京经济技术研究院,申请
CN106780284A,中铁工程装备集团有限公司,申请
CN108244743A,深圳市中科智诚科技有限公司,申请
CN206195232U,深圳供电局有限公司,申请
CN206195232U,浙江国自机器人技术有限公司,申请
CN207469004U,安徽兴宇轨道装备有限公司,申请
CN109518589A,叙镇铁路有限责任公司,申请
CN108249315A,上海和平发展起重设备厂有限公司,申请
CN206658323U,乐山职业技术学院,申请
CN208043696U,深圳市山达士电子有限公司,申请
CN206409274U,中铁十二局集团有限公司,申请
CN206409274U,中铁十二局集团第一工程有限公司,申请
CN108844572A,深圳市晟达机械设计有限公司,申请
CN107941106A,中铁十一局集团第四工程有限公司,申请
CN107941106A,中铁十一局集团有限公司,申请
CN106050291A,中铁第四勘察设计院集团有限公司,申请
CN106781484A,北京世纪高通科技有限公司,申请
CN109472976A,上海智能交通有限公司,申请
CN109584848A,黑天鹅智能科技（福建）有限公司,申请
CN206640638U,深圳市道格恒通科技有限公司,申请
CN205692015U,成都金隧自动化工程有限责任公司,申请
CN108756910A,中铁十六局集团北京轨道交通工程建设有限公司,申请
CN108756910A,上海交通大学,申请
CN108756910A,中铁十六局集团有限公司,申请
CN205483953U,西南交通大学,申请
CN108571328A,西南交通大学,申请
CN108571328A,中铁十四局集团有限公司,申请
CN107513910A,安徽兴宇轨道装备有限公司,申请
CN108442962A,苏州龙骐自动化科技有限公司,申请
CN109696207A,兰州智交电子科技有限公司,申请
CN107067690A,中山大学,申请
CN108759774A,中国建筑第八工程局有限公司,申请
CN106401644A,石家庄铁道大学,申请
CN206280095U,中铁十七局集团第五工程有限公司,申请
CN107655898A,山西省交通科学研究院,申请
CN108756892A,中南大学,申请
CN109798125A,中建三局集团有限公司,申请
CN106127379A,中智城信息科技（苏州）有限公司,申请
CN108412516A,洛阳高飞桥隧机械有限公司,申请
CN108891336A,重庆红岩建设机械制造有限责任公司,申请
CN106023525A,国网山东省电力公司惠民县供电公司,申请
CN206763672U,中交三公局第三工程有限公司,申请
CN108979668A,中铁工程装备集团有限公司,申请
CN107341634A,山东齐芯微系统科技股份有限公司,申请
CN109150762A,中兴通讯股份有限公司,申请
CN109005239A,哈尔滨工业大学,申请
CN108413539A,河北工业大学,申请
CN206083411U,鑫鹏源智能装备集团有限公司,申请
CN107356211A,山西省交通科学研究院,申请
CN207351447U,南京市测绘勘察研究院股份有限公司,申请
CN304612858S,山西省交通科学研究院,申请
CN105976145A,北京中铁联经贸有限责任公司,申请
CN108574245A,西南交通大学,申请
CN108574245A,中铁十四局集团大盾构工程有限公司,申请
